SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CCN(CC)c1ccc2c(/C(=[C-]\C(C#N)C#N)C=C(C#N)C#N)c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,570,,,,123000,5.089905111,https://doi.org/10.1016/j.dyepig.2007.06.007
CCN(CC)c1ccc2c(C(=C\C=C3/C=Cc4ccccc4N3C)/C=C/c3ccc4ccccc4[n+]3C)c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,676,,,,183000,5.26245109,https://doi.org/10.1016/j.dyepig.2007.06.007
CCN(CC)c1ccc2c(C(=C\C=C3/Sc4ccccc4N3C)/C=C/c3sc4ccccc4[n+]3C)c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,631,,,,173000,5.238046103,https://doi.org/10.1016/j.dyepig.2007.06.007
CCN(CC)c1ccc2c(C)c3c([o+]c2c1)-c1ccc(OC(C)=O)cc1CC3,O,529,602,73,0.037,33400,4.523746467,https://doi.org/10.1016/j.talanta.2020.121164
CCN(CC)c1ccc2c(c1)OC(=C(C#N)C#N)C=C2/C=C/c1cc2ccccc2[n+](C)c1,O,590,640,50,,,,https://doi.org/10.1016/j.snb.2023.135073
CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)CCCC1=C2,CCO,736,756,20,,105000,5.021189299,ttps://doi.org/10.1016/j.dyepig.2022.110753
CCN(CC)c1ccc2c(c1)OC1=C(CCC/C1=C\C=C1\N(C)c3ccccc3C1(C)C)C21c2ccccc2C(=O)N1/N=C/C=O,O,698,735,37,,,,https://doi.org/10.1016/j.dyepig.2021.109284
CCN(CC)c1ccc2c(c1)Oc1c(ccc3cc(OC(=O)c4ccccc4[Se]Sc4ccccn4)ccc13)C21OC(=O)c2ccccc21,O,580,635,55,,,,https://doi.org/10.1016/j.dyepig.2020.108997
CCN(CC)c1ccc2c(c1)Oc1c(ccc3cc(OC(=O)c4ccccc4SSc4ccccn4)ccc13)C21OC(=O)c2ccccc21,O,580,635,55,,,,https://doi.org/10.1016/j.dyepig.2020.108997
CCN(CC)c1ccc2c(c1)S/C(=C\C(C)=C\c1sc3cc(N(CC)CC)ccc3[n+]1CC)N2CC,CO,606,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN(CC)c1ccc2c(c1)S/C(=C\C=C\c1sc3cc(N(CC)CC)ccc3[n+]1CC)N2CC,CO,617,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccc(C(=O)O)cc1C2(C)C,CC#N,591,652,61,0.33,59000,4.770852012,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccc(C(=O)O)cc1C2(C)C,C(Cl)Cl,628,661,33,0.59,73000,4.86332286,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccc(C(=O)O)cc1C2(C)C,O,582,651,69,0.27,56000,4.748188027,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccccc1C2(C)C,C(Cl)Cl,613,645,32,1,95000,4.977723605,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccccc1C2(C)C,O,569,638,69,0.21,63000,4.799340549,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccccc1C2(C)C,CC#N,583,643,60,0.54,69000,4.838849091,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)c(=O)oc2c1,O,586,,,,,,https://doi.org/10.1016/j.saa.2023.122443
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,O,567,652,85,0.02,99000,4.995635195,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,C(Cl)Cl,602,642,40,0.18,150000,5.176091259,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,CC#N,573,647,74,0.06,106000,5.025305865,https://doi.org/10.1016/j.snb.2023.133832
CCN(CC)c1ccc2cc(-c3cc(-c4ccccc4C(=O)O)c4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,C(Cl)Cl,662,695,33,0.84,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc2cc(-c3cc(-c4ccccc4C(=O)O)c4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,CC#N,651,703,52,0.3,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc2cc(-c3ccc4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,CC#N,653,698,45,0.34,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc2cc(-c3ccc4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,C(Cl)Cl,670,692,22,0.6,,,https://doi.org/10.1016/1010-6030(94)04018-W
CCN(CC)c1ccc2cc3c([o+]c2c1)-c1ccc(OC(C)=O)cc1CC3,O,544,625,81,0.068,19400,4.28780173,https://doi.org/10.1016/j.talanta.2020.121164
CCN(CC)CCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,445,,,,,,https://doi.org/10.1016/S0143-7208(00)00102-9
CCN(CC)CCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,446,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CCN(CC)CCNC(=O)CCCCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,446,,,,,,https://doi.org/10.1016/S1386-1425(01)00435-8
CCN(CCO)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,619,731,112,0.01,32950,4.517855419,https://doi.org/10.1039/c9ob00568d
CCN(CCO)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,606,735,129,0.03,32850,4.516535374,https://doi.org/10.1039/c9ob00568d
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CC#N,565,590,25,0.002,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CCO,570,592,22,0.006,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CO,566,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,C1COCCO1,585,602,17,0.07,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,O,516,667,151,0.0003,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CS(=O)C,574,599,25,0.01,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CC#N,565,589,24,0.002,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,O,518,667,149,0.0007,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CO,565,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CS(=O)C,573,597,24,0.01,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CCO,569,593,24,0.005,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,C1COCCO1,591,603,12,0.04,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C(C)=C/c2sc3cc(NC)ccc3[n+]2CC)Sc2cc(NC)ccc21,CO,593,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN1/C(=C/C(C)=C/c2sc3cc(NC)ccc3[n+]2CC)Sc2cc(NC)ccc21,O,566,,,,,,https://doi.org/10.1016/j.saa.2024.124611
CCN1/C(=C/C=C(/C=C/C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)SCCC(=O)O)C(C)(C)c2c1ccc1ccccc21,CCO,644,663,19,0.4,18500,4.267171728,https://doi.org/10.1016/j.dyepig.2016.11.022
CCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CC)c2ccncc2)Sc2ccccc21,CCO,647,666,19,0.13,163816,5.214356317,https://doi.org/10.1016/j.dyepig.2021.109268
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCC(=O)O)ccc21,O,648,665,17,0.32,212000,5.326335861,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCC(=O)O)ccc21,O,648,666,18,0.29,227000,5.356025857,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCC(=O)O)ccc21,O,647,664,17,0.26,218000,5.338456494,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O)ccc21,O,648,664,16,0.34,208000,5.318063335,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)NCCCCCC(=O)O)ccc21,O,648,665,17,0.31,217000,5.336459734,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)O)ccc21,O,647,664,17,0.36,212000,5.326335861,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCCC(=O)O)ccc21,O,647,664,17,0.25,209000,5.320146286,https://doi.org/10.1016/j.dyepig.2017.07.052
CCN1/C(=C/C=C/C=C/c2oc3ccccc3[n+]2CC)Oc2ccccc21,CCO,582,606,24,,184340,5.265619583,https://doi.org/10.1016/S1011-1344(02)00325-1
CCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,552,565,13,0.07,127000,5.103803721,https://doi.org/10.1016/j.dyepig.2014.02.009
CCN1/C(=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CN(C)C=O,555,599,44,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCN1/C(=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,O,540,586,46,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCN1/C(=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,C1CCOC1,553,597,44,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCN1/C(=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CC1=CC=CC=C1,559,602,43,,,,https://doi.org/10.1016/j.dyepig.2024.112016
CCN1/C(=C/C=C/c2oc3ccccc3[n+]2CC)Oc2ccccc21,CCO,483,514,31,,130225,5.114694366,https://doi.org/10.1016/S1011-1344(02)00325-1
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CC#N,578,596,18,0.04,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,C1COCCO1,584,606,22,0.15,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CCO,583,598,15,0.1,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CS(=O)C,587,605,18,0.13,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CO,578,,,,,,https://doi.org/10.1016/j.saa.2005.10.042
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,O,533,685,152,0.0005,,,https://doi.org/10.1016/j.saa.2023.122416
CCN1/C(=C/C=C2\CCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2ccccc21,CO,795,,,,,,https://doi.org/10.1016/j.tetlet.2012.12.060
CCN1/C(=C/C=C2\CCC(/C=C/c3sc4ccc(Cl)cc4[n+]3CC)=C2N(c2ccccc2)c2ccccc2)Sc2ccc(Cl)cc21,CO,800,830,30,,,,https://doi.org/10.1016/0143-7208(95)00063-1
CCN1/C(=C/C=C2\CCC(/C=C/c3sc4ccc(Cl)cc4[n+]3CC)=C2N(c2ccccc2)c2ccccc2)Sc2ccc(Cl)cc21,CS(=O)C,826,875,49,0.2,170000,5.230448921,https://doi.org/10.1016/j.ccr.2024.215986
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(C(=O)O)cc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2cc(C(=O)O)ccc21,CO,755,,,,,,https://doi.org/10.1016/j.tetlet.2012.12.060
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,772,,,,,,https://doi.org/10.1016/j.tetlet.2012.12.060
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,779,793,14,0.08,160000,5.204119983,https://doi.org/10.1016/j.mencom.2021.01.021
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,785,802,17,0.12,,,https://doi.org/10.1016/j.mencom.2021.01.021
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CS(=O)C,805,820,15,0.082,110000,5.041392685,https://doi.org/10.1016/j.jphotochem.2004.05.012
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,790,812,22,,200000,5.301029996,https://doi.org/10.1016/j.jphotochem.2004.05.012
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CO,784,813,29,,240000,5.380211242,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CN(C)C=O,801,824,23,,170000,5.230448921,https://doi.org/10.1016/j.jphotochem.2004.05.012
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,778,800,22,,160000,5.204119983,https://doi.org/10.1016/j.jphotochem.2004.05.012
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CO,633,735,102,,156000,5.193124598,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,625,755,130,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CN(C)C=O,651,752,101,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,640,737,97,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,630,741,111,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,626,760,134,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CN(C)C=O,631,746,115,,,,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CO,627,740,113,,124000,5.093421685,https://doi.org/10.1016/j.tetlet.2016.01.057
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)NC(C)=O)cc4C3(C)C)=C2Oc2ccc(S(=O)(=O)[O-])cc2)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)O)ccc21,CO,776,795,19,0.23,310000,5.491361694,https://doi.org/10.1016/j.mencom.2021.01.021
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)NC(C)=O)cc4C3(C)C)=C2Oc2ccc(S(=O)(=O)[O-])cc2)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)O)ccc21,O,774,794,20,0.14,280000,5.447158031,https://doi.org/10.1016/j.mencom.2021.01.021
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2c1ccc1ccccc21,CO,802,,,,,,https://doi.org/10.1016/j.tetlet.2012.12.060
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CC(=O)C,818,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CN(C)C=O,826,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,C(Cl)(Cl)Cl,826,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CO,816,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CC#N,815,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,831,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CC(=O)C,830,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CO,827,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,C(Cl)(Cl)Cl,839,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CC#N,827,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CS(=O)C,843,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CN(C)C=O,838,,,,,,https://doi.org/10.1016/j.dyepig.2007.01.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(C)cccc2C)C(C)(C)c2ccccc21,CC#N,760,788,28,0.26,295000,5.469822016,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(C)cccc2C)C(C)(C)c2ccccc21,O,758,786,28,0.2,271000,5.432969291,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(C)cccc2C)C(C)(C)c2ccccc21,C(Cl)Cl,767,796,29,0.33,345000,5.537819095,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OC)cccc2OC)C(C)(C)c2ccccc21,C(Cl)Cl,769,798,29,0.32,354000,5.549003262,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OC)cccc2OC)C(C)(C)c2ccccc21,CC#N,760,788,28,0.26,284000,5.45331834,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OC)cccc2OC)C(C)(C)c2ccccc21,O,760,790,30,0.18,270000,5.431363764,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(Oc3ccccc3)cccc2Oc2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,775,806,31,0.31,348000,5.541579244,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(Oc3ccccc3)cccc2Oc2ccccc2)C(C)(C)c2ccccc21,O,766,798,32,0.18,251000,5.399673721,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(Oc3ccccc3)cccc2Oc2ccccc2)C(C)(C)c2ccccc21,CC#N,766,798,32,0.2,258000,5.411619706,https://doi.org/10.1016/j.cclet.2024.109994
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOC)cccc2OCCOC)C(C)(C)c2ccccc21,CC#N,760,790,30,0.2,285000,5.45484486,https://doi.org/10.1016/j.cclet.2024.109994
